Primary key,Primary key (Recipient delivery logs),Primary key (Recipient delivery logs/Delivery),mirrorUrl,Template name,Label,Full name (del/Folder),Delivery code (del),Targeting dimension,export_timestamp,source_csv,output_file,capture_status,failure_reason,dv_output_file,dv_capture_status,dv_failure_reason,html_output_file,html_capture_status,html_failure_reason
276849014,1343634112,276849014,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40ecKuizmAVSYETPZZSgmlYxTTDash8Hy%2F%2FhZ5F2vY3Xw%3D,DM357599,CPW/EM/AUT/DAT/WEL/THK/10DS/MIX/AL/MIX/ALL/EC1/DAILY/BAU_RETAIL,/DSG Retail/Currys PC World/CPCW Delivery Templates/Trigger_Delivery_Templates/Welcome/All_APR_Templates/APR_Currys_Mobile/,CPCW_Welcome_CMO,CPW/EM/AUT/DAT/WEL/THK/10DS/MIX/AL/MIX/ALL/EC1/DAILY/BAU_RETAIL (DM721307),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-10DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM357599.jpg,success,,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-10DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM357599__DVMODE.jpg,success,,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-10DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM357599.html,success,
276848984,1343633073,276848984,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40sE3sXnyVaEYEUWZXONA7IK5tuF6uRXaT1Gx6Z0cK4ic%3D,DM366670,CPW/EM/AUT/DAT/WEL/THK/15DS/MIX/AL/MIX/ALL/EC1/DAILY/BAU_RETAIL,/DSG Retail/Currys PC World/CPCW Delivery Templates/Trigger_Delivery_Templates/Welcome/All_APR_Templates/APR_Currys_Mobile/,CPCW_Welcome_CMO,CPW/EM/AUT/DAT/WEL/THK/15DS/MIX/AL/MIX/ALL/EC1/DAILY/BAU_RETAIL (DM721306),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-15DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM366670.jpg,success,,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-15DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM366670__DVMODE.jpg,success,,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-15DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM366670.html,success,
276840165,1343499175,276840165,https://m.emails.carphonewarehouse.com/nl/jsp/m.jsp?c=%40AG0by%2BreIfOvuXVznocQNcfJmchZsm23jGoLbDgz%2FHo%3D,DM425967,CPW/EM/AUT/DAI/UPG/UCD/N07D/AND/VD/ALL/ALL/EC1/DAILY/BAU_AND_LOW,/DSG Retail/Carphone Warehouse UK/CPW Delivery Templates/Trigger_Delivery_Templates/Retention/RetentionMasterTemplates/Retention2_0_LiveTemplates/,CPW_Retention,CPW/EM/AUT/DAI/UPG/UCD/N07D/AND/VD/ALL/ALL/EC1/DAILY/BAU_AND_LOW (DM721169),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-N07D-AND-VD-ALL-ALL-EC1-DAILY-BAU_AND_LOW__DM425967.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-N07D-AND-VD-ALL-ALL-EC1-DAILY-BAU_AND_LOW__DM425967__DVMODE.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-N07D-AND-VD-ALL-ALL-EC1-DAILY-BAU_AND_LOW__DM425967.html,success,
276840085,1343499060,276840085,https://m.emails.carphonewarehouse.com/nl/jsp/m.jsp?c=%40UGGZVUTFuLw%2FWE%2Fjmu398RTqsiWyLH5dDRfKEWTWS48%3D,DM425968,CPW/EM/AUT/DAI/UPG/UCD/N07D/APP/VD/ALL/ALL/EC1/DAILY/BAU_APP_LOW,/DSG Retail/Carphone Warehouse UK/CPW Delivery Templates/Trigger_Delivery_Templates/Retention/RetentionMasterTemplates/Retention2_0_LiveTemplates/,CPW_Retention,CPW/EM/AUT/DAI/UPG/UCD/N07D/APP/VD/ALL/ALL/EC1/DAILY/BAU_APP_LOW (DM721164),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-N07D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_LOW__DM425968.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-N07D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_LOW__DM425968__DVMODE.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-N07D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_LOW__DM425968.html,success,
276840074,1343499040,276840074,https://m.emails.carphonewarehouse.com/nl/jsp/m.jsp?c=%40cEB1tQIs%2BxNgylAEYddqXQxoAUetzDGsrw18MUIp7ok%3D,DM425969,CPW/EM/AUT/DAI/UPG/UCD/N07D/APP/VD/ALL/ALL/EC1/DAILY/BAU_APP_HIGH,/DSG Retail/Carphone Warehouse UK/CPW Delivery Templates/Trigger_Delivery_Templates/Retention/RetentionMasterTemplates/Retention2_0_LiveTemplates/,CPW_Retention,CPW/EM/AUT/DAI/UPG/UCD/N07D/APP/VD/ALL/ALL/EC1/DAILY/BAU_APP_HIGH (DM721160),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-N07D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_HIGH__DM425969.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-N07D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_HIGH__DM425969__DVMODE.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-N07D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_HIGH__DM425969.html,success,
276840115,1343500062,276840115,https://m.emails.carphonewarehouse.com/nl/jsp/m.jsp?c=%40Be58QvmHPjVOVQqTQDgmOuSHhhmrFe1RE8fJsAy1OBA%3D,DM434402,CPW/EM/AUT/DAI/UPG/UCD/P01D/APP/VD/ALL/ALL/EC1/DAILY/BAU_APP_LOW,/DSG Retail/Carphone Warehouse UK/CPW Delivery Templates/Trigger_Delivery_Templates/Retention/RetentionMasterTemplates/Retention2_0_LiveTemplates/,CPW_Retention,CPW/EM/AUT/DAI/UPG/UCD/P01D/APP/VD/ALL/ALL/EC1/DAILY/BAU_APP_LOW (DM721163),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P01D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_LOW__DM434402.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P01D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_LOW__DM434402__DVMODE.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P01D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_LOW__DM434402.html,success,
276840125,1343500110,276840125,https://m.emails.carphonewarehouse.com/nl/jsp/m.jsp?c=%40h3w4GVz%2BwmfcEOjUBjHTeVY5kkbOgxhFIms6Ed5Qqh4%3D,DM434404,CPW/EM/AUT/DAI/UPG/UCD/P01D/AND/VD/ALL/ALL/EC1/DAILY/BAU_AND_HIGH,/DSG Retail/Carphone Warehouse UK/CPW Delivery Templates/Trigger_Delivery_Templates/Retention/RetentionMasterTemplates/Retention2_0_LiveTemplates/,CPW_Retention,CPW/EM/AUT/DAI/UPG/UCD/P01D/AND/VD/ALL/ALL/EC1/DAILY/BAU_AND_HIGH (DM721167),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P01D-AND-VD-ALL-ALL-EC1-DAILY-BAU_AND_HIGH__DM434404.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P01D-AND-VD-ALL-ALL-EC1-DAILY-BAU_AND_HIGH__DM434404__DVMODE.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P01D-AND-VD-ALL-ALL-EC1-DAILY-BAU_AND_HIGH__DM434404.html,success,
276840134,1343501022,276840134,https://m.emails.carphonewarehouse.com/nl/jsp/m.jsp?c=%40FeFkz3xjn%2BNiz2kd6jrIIR6G8mfUMVlNF2ibEfuwjtg%3D,DM437077,CPW/EM/AUT/DAI/UPG/UCD/P15D/APP/VD/ALL/ALL/EC1/DAILY/BAU_APP_HIGH,/DSG Retail/Carphone Warehouse UK/CPW Delivery Templates/Trigger_Delivery_Templates/Retention/RetentionMasterTemplates/Retention2_0_LiveTemplates/,CPW_Retention,CPW/EM/AUT/DAI/UPG/UCD/P15D/APP/VD/ALL/ALL/EC1/DAILY/BAU_APP_HIGH (DM721162),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P15D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_HIGH__DM437077.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P15D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_HIGH__DM437077__DVMODE.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P15D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_HIGH__DM437077.html,success,
276840144,1343501056,276840144,https://m.emails.carphonewarehouse.com/nl/jsp/m.jsp?c=%40fv17sce3SybQaM6sBZ266FVjMiyZDi0z86X6zFjvBRY%3D,DM437088,CPW/EM/AUT/DAI/UPG/UCD/P15D/APP/VD/ALL/ALL/EC1/DAILY/BAU_APP_LOW,/DSG Retail/Carphone Warehouse UK/CPW Delivery Templates/Trigger_Delivery_Templates/Retention/RetentionMasterTemplates/Retention2_0_LiveTemplates/,CPW_Retention,CPW/EM/AUT/DAI/UPG/UCD/P15D/APP/VD/ALL/ALL/EC1/DAILY/BAU_APP_LOW (DM721165),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P15D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_LOW__DM437088.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P15D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_LOW__DM437088__DVMODE.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P15D-APP-VD-ALL-ALL-EC1-DAILY-BAU_APP_LOW__DM437088.html,success,
276840154,1343501100,276840154,https://m.emails.carphonewarehouse.com/nl/jsp/m.jsp?c=%40g2g4X9%2BO1O15hV3EnrBbrGzH1knvXUifQby9txdtrHw%3D,DM437091,CPW/EM/AUT/DAI/UPG/UCD/P15D/AND/VD/ALL/ALL/EC1/DAILY/BAU_AND_HIGH,/DSG Retail/Carphone Warehouse UK/CPW Delivery Templates/Trigger_Delivery_Templates/Retention/RetentionMasterTemplates/Retention2_0_LiveTemplates/,CPW_Retention,CPW/EM/AUT/DAI/UPG/UCD/P15D/AND/VD/ALL/ALL/EC1/DAILY/BAU_AND_HIGH (DM721168),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P15D-AND-VD-ALL-ALL-EC1-DAILY-BAU_AND_HIGH__DM437091.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P15D-AND-VD-ALL-ALL-EC1-DAILY-BAU_AND_HIGH__DM437091__DVMODE.jpg,success,,CPW_Retention/CPW-EM-AUT-DAI-UPG-UCD-P15D-AND-VD-ALL-ALL-EC1-DAILY-BAU_AND_HIGH__DM437091.html,success,
276841724,1343529151,276841724,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40cl%2B3K%2BdmDBiQFAFJjajC4fDLO%2FhHNtJLGKcEQzw8DMU%3D,DM448783,CUR/EM/AUT/DAI/CSA/MAR/CAREREPAIR/SER/EC60/01/ALL/ANNI_EOMG,/DSG Retail/Currys PC World/CPCW Delivery Templates/Trigger_Delivery_Templates/CSA/CSA_Email/VC_CSA_Templates/VC_CSA_Offers/,CPCW_CSA_Offers,CUR/EM/AUT/DAI/CSA/MAR/CAREREPAIR/SER/EC60/01/ALL/ANNI_EOMG (DM721185),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPCW_CSA_Offers/CUR-EM-AUT-DAI-CSA-MAR-CAREREPAIR-SER-EC60-01-ALL-ANNI_EOMG__DM448783.jpg,success,,CPCW_CSA_Offers/CUR-EM-AUT-DAI-CSA-MAR-CAREREPAIR-SER-EC60-01-ALL-ANNI_EOMG__DM448783__DVMODE.jpg,success,,CPCW_CSA_Offers/CUR-EM-AUT-DAI-CSA-MAR-CAREREPAIR-SER-EC60-01-ALL-ANNI_EOMG__DM448783.html,success,
276839144,1343491141,276839144,https://m.emails.carphonewarehouse.com/nl/jsp/m.jsp?c=%40j77KQP0esMeDKnde0aSwiAfDpIVD%2FQmzBUIIOYLcU5o%3D,DM459565,CPW/SM/AUT/DAI/UPG/UCD/P11W/APP/VD/ALL/ALL/EC1/DAILY/BAU_VOD_SIMO,/DSG Retail/Carphone Warehouse UK/CPW Delivery Templates/Trigger_Delivery_Templates/Retention/SimpRetentionMasterTemplates/SimpRetentionLiveTemplates/,CPW_Retention,CPW/SM/AUT/DAI/UPG/UCD/P11W/APP/VD/ALL/ALL/EC1/DAILY/BAU_VOD_SIMO (DM721151),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPW_Retention/CPW-SM-AUT-DAI-UPG-UCD-P11W-APP-VD-ALL-ALL-EC1-DAILY-BAU_VOD_SIMO__DM459565.jpg,success,,CPW_Retention/CPW-SM-AUT-DAI-UPG-UCD-P11W-APP-VD-ALL-ALL-EC1-DAILY-BAU_VOD_SIMO__DM459565__DVMODE.jpg,success,,CPW_Retention/CPW-SM-AUT-DAI-UPG-UCD-P11W-APP-VD-ALL-ALL-EC1-DAILY-BAU_VOD_SIMO__DM459565.html,success,
276835851,1343438223,276835851,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%404dT5ytsP3jbqGetZI5nYghHx%2B86GI4%2FDPz1xseZCg2Q%3D,DM486049,CUR/EM/AUT/DA/TRIG​/SER/SERWEL/THANK/INFO/TARG/JOU/Welcome_Thank_You_Non_Marketing,/DSG Retail/Currys PC World/CPCW Delivery Templates/Service_Delivery_Templates/Service_Triggers/ServiceTriggerMasterTemplates/APR_ServiceTriggers_LiveTemplates/,CPCW_ServiceTrigger,CUR/EM/AUT/DA/TRIG​/SER/SERWEL/THANK/INFO/TARG/JOU/Welcome_Thank_You_Non_Marketing (DM721117),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPCW_ServiceTrigger/CUR-EM-AUT-DA-TRIG-SER-SERWEL-THANK-INFO-TARG-JOU-Welcome_Thank_You_Non_Marketing__DM486049.jpg,success,,CPCW_ServiceTrigger/CUR-EM-AUT-DA-TRIG-SER-SERWEL-THANK-INFO-TARG-JOU-Welcome_Thank_You_Non_Marketing__DM486049__DVMODE.jpg,success,,CPCW_ServiceTrigger/CUR-EM-AUT-DA-TRIG-SER-SERWEL-THANK-INFO-TARG-JOU-Welcome_Thank_You_Non_Marketing__DM486049.html,success,
276834794,1343423383,276834794,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40Xwx9pFwvOSMBBGiXYF2APHRNak7wMfO%2FBOiUpSrQUCs%3D,DM486052,CUR/EM/AUT/DA/TRIG​/SER/SERWEL/THANK/INFO/TARG/JOU/Welcome_Thank_You_Marketing,/DSG Retail/Currys PC World/CPCW Delivery Templates/Service_Delivery_Templates/Service_Triggers/ServiceTriggerMasterTemplates/APR_ServiceTriggers_LiveTemplates/,CPCW_ServiceTrigger,CUR/EM/AUT/DA/TRIG​/SER/SERWEL/THANK/INFO/TARG/JOU/Welcome_Thank_You_Marketing (DM721116),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPCW_ServiceTrigger/CUR-EM-AUT-DA-TRIG-SER-SERWEL-THANK-INFO-TARG-JOU-Welcome_Thank_You_Marketing__DM486052.jpg,success,,CPCW_ServiceTrigger/CUR-EM-AUT-DA-TRIG-SER-SERWEL-THANK-INFO-TARG-JOU-Welcome_Thank_You_Marketing__DM486052__DVMODE.jpg,success,,CPCW_ServiceTrigger/CUR-EM-AUT-DA-TRIG-SER-SERWEL-THANK-INFO-TARG-JOU-Welcome_Thank_You_Marketing__DM486052.html,success,
276840254,1343506199,276840254,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40uowPbNi7wU%2BUOqlg7uXDwlyq4HWAR60K8073L11S1T0%3D,DM509891,CUR/EM/20201014/23/TRI/HAP/ANI/MIX/EC1/01/ALL/ANNIVERSARY_DAILY,/DSG Retail/Currys PC World/CPCW Delivery Templates/Trigger_Delivery_Templates/HTML Updates 2024/,CPCW_Anniversary,CUR/EM/20201014/23/TRI/HAP/ANI/MIX/EC1/01/ALL/ANNIVERSARY_DAILY (DM721172),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPCW_Anniversary/CUR-EM-20201014-23-TRI-HAP-ANI-MIX-EC1-01-ALL-ANNIVERSARY_DAILY__DM509891.jpg,success,,CPCW_Anniversary/CUR-EM-20201014-23-TRI-HAP-ANI-MIX-EC1-01-ALL-ANNIVERSARY_DAILY__DM509891__DVMODE.jpg,success,,CPCW_Anniversary/CUR-EM-20201014-23-TRI-HAP-ANI-MIX-EC1-01-ALL-ANNIVERSARY_DAILY__DM509891.html,success,
276850574,1343660061,276850574,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40%2FvWJaT9c81xuW3wyRQOYJw7tDTt1kKSLq5PTY6EzYIE%3D,DM559885,CUR/EM/AUT/DA/TRIG/WEL/ONBOARD/BRAND/GAM/TARG/LIF/Onboard1_Xsell_GAM_SW,/DSG Retail/Currys PC World/CPCW Delivery Templates/Trigger_Delivery_Templates/Welcome/WelcomeMasterTemplates/Welcome_LiveTemplates/,CPCW_Onboarding_Post_Purchase,CUR/EM/AUT/DA/TRIG/WEL/ONBOARD/BRAND/GAM/TARG/LIF/Onboard1_Xsell_GAM_SW (DM721320),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPCW_Onboarding_Post_Purchase/CUR-EM-AUT-DA-TRIG-WEL-ONBOARD-BRAND-GAM-TARG-LIF-Onboard1_Xsell_GAM_SW__DM559885.jpg,success,,CPCW_Onboarding_Post_Purchase/CUR-EM-AUT-DA-TRIG-WEL-ONBOARD-BRAND-GAM-TARG-LIF-Onboard1_Xsell_GAM_SW__DM559885__DVMODE.jpg,success,,CPCW_Onboarding_Post_Purchase/CUR-EM-AUT-DA-TRIG-WEL-ONBOARD-BRAND-GAM-TARG-LIF-Onboard1_Xsell_GAM_SW__DM559885.html,success,
276851606,1343660400,276851606,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40G36h6blLmd5XDfoFEQ3i1DtwUx2tjt4NIVufPkYOAFM%3D,DM559886,CUR/EM/AUT/DA/TRIG/WEL/ONBOARD/BRAND/GAM/TARG/LIF/Onboard1_Xsell_GAM_PCBUILD,/DSG Retail/Currys PC World/CPCW Delivery Templates/Trigger_Delivery_Templates/Welcome/WelcomeMasterTemplates/Welcome_LiveTemplates/,CPCW_Onboarding_Post_Purchase,CUR/EM/AUT/DA/TRIG/WEL/ONBOARD/BRAND/GAM/TARG/LIF/Onboard1_Xsell_GAM_PCBUILD (DM721324),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPCW_Onboarding_Post_Purchase/CUR-EM-AUT-DA-TRIG-WEL-ONBOARD-BRAND-GAM-TARG-LIF-Onboard1_Xsell_GAM_PCBUILD__DM559886.jpg,success,,CPCW_Onboarding_Post_Purchase/CUR-EM-AUT-DA-TRIG-WEL-ONBOARD-BRAND-GAM-TARG-LIF-Onboard1_Xsell_GAM_PCBUILD__DM559886__DVMODE.jpg,success,,CPCW_Onboarding_Post_Purchase/CUR-EM-AUT-DA-TRIG-WEL-ONBOARD-BRAND-GAM-TARG-LIF-Onboard1_Xsell_GAM_PCBUILD__DM559886.html,success,
276850591,1343660220,276850591,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40JVC4Kyxo8k7xr8P0Nc0T%2B5NkhYdjJn9ru9TkYa9bkRU%3D,DM559889,CUR/EM/AUT/DA/TRIG/WEL/ONBOARD/BRAND/GAM/TARG/LIF/Onboard1_Xsell_GAM_NIN,/DSG Retail/Currys PC World/CPCW Delivery Templates/Trigger_Delivery_Templates/Welcome/WelcomeMasterTemplates/Welcome_LiveTemplates/,CPCW_Onboarding_Post_Purchase,CUR/EM/AUT/DA/TRIG/WEL/ONBOARD/BRAND/GAM/TARG/LIF/Onboard1_Xsell_GAM_NIN (DM721322),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPCW_Onboarding_Post_Purchase/CUR-EM-AUT-DA-TRIG-WEL-ONBOARD-BRAND-GAM-TARG-LIF-Onboard1_Xsell_GAM_NIN__DM559889.jpg,success,,CPCW_Onboarding_Post_Purchase/CUR-EM-AUT-DA-TRIG-WEL-ONBOARD-BRAND-GAM-TARG-LIF-Onboard1_Xsell_GAM_NIN__DM559889__DVMODE.jpg,success,,CPCW_Onboarding_Post_Purchase/CUR-EM-AUT-DA-TRIG-WEL-ONBOARD-BRAND-GAM-TARG-LIF-Onboard1_Xsell_GAM_NIN__DM559889.html,success,
276851596,1343660247,276851596,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%405VhkQty85usirRX3Mfqvafg01kjQGgvEtqGWV2Fkdmo%3D,DM559891,CUR/EM/AUT/DA/TRIG/WEL/ONBOARD/BRAND/GAM/TARG/LIF/Onboard1_Xsell_GAM_PS,/DSG Retail/Currys PC World/CPCW Delivery Templates/Trigger_Delivery_Templates/Welcome/WelcomeMasterTemplates/Welcome_LiveTemplates/,CPCW_Onboarding_Post_Purchase,CUR/EM/AUT/DA/TRIG/WEL/ONBOARD/BRAND/GAM/TARG/LIF/Onboard1_Xsell_GAM_PS (DM721323),01-05-2026__14-12-51,/Users/spowart/Scripts/Currys/campaignCSV/SRC/template_export_withMirrorLinks(in).csv,CPCW_Onboarding_Post_Purchase/CUR-EM-AUT-DA-TRIG-WEL-ONBOARD-BRAND-GAM-TARG-LIF-Onboard1_Xsell_GAM_PS__DM559891.jpg,success,,CPCW_Onboarding_Post_Purchase/CUR-EM-AUT-DA-TRIG-WEL-ONBOARD-BRAND-GAM-TARG-LIF-Onboard1_Xsell_GAM_PS__DM559891__DVMODE.jpg,success,,CPCW_Onboarding_Post_Purchase/CUR-EM-AUT-DA-TRIG-WEL-ONBOARD-BRAND-GAM-TARG-LIF-Onboard1_Xsell_GAM_PS__DM559891.html,success,
