delivery_id,broadlog_id,mirror_url,template_name,delivery_label,full_name,delivery_code,campaign_name,workflow_name,mirrorUrl,Delivery code (del),Template name,Label,Full name (del/Folder),export_timestamp,source_csv,output_file,capture_status,failure_reason,dv_output_file,dv_capture_status,dv_failure_reason,html_output_file,html_capture_status,html_failure_reason
278530124,1462346012,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40Tb3aCNkiTaAVHf1RKRW%2BePCjR0O8pUEvN3A9D9gxSQk%3D,DM733337,CUR/EM/AUT/DA/FUL/TRADE/FULFG/COD/GAM/TARG/SOL/AMD_CrimsonDesert_Laptop,/DSG Retail/Currys PC World/CPCW Deliveries/ServiceDeliveries/ServiceTriggers/ServiceTriggers_Deliveries/,CPCW_ServiceTrigger,CUR_Trig_Serv_AMD_CrimsonDesert,Deployment_Trig_Serv_Gaming_LAPTOPDESKTOP,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40Tb3aCNkiTaAVHf1RKRW%2BePCjR0O8pUEvN3A9D9gxSQk%3D,CPCW_ServiceTrigger,DM733337,CUR/EM/AUT/DA/FUL/TRADE/FULFG/COD/GAM/TARG/SOL/AMD_CrimsonDesert_Laptop,/DSG Retail/Currys PC World/CPCW Deliveries/ServiceDeliveries/ServiceTriggers/ServiceTriggers_Deliveries/,01-05-2026__13-47-45,/Users/spowart/Scripts/Currys/campaignCSV/SRC/NEW/currys_campaign_examples_28042026(in).csv,CPCW_ServiceTrigger/CUR-EM-AUT-DA-FUL-TRADE-FULFG-COD-GAM-TARG-SOL-AMD_CrimsonDesert_Laptop__DM733337.jpg,success,,CPCW_ServiceTrigger/CUR-EM-AUT-DA-FUL-TRADE-FULFG-COD-GAM-TARG-SOL-AMD_CrimsonDesert_Laptop__DM733337__DVMODE.jpg,success,,CPCW_ServiceTrigger/CUR-EM-AUT-DA-FUL-TRADE-FULFG-COD-GAM-TARG-SOL-AMD_CrimsonDesert_Laptop__DM733337.html,success,
278603174,1469808521,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40W6df4H0f9nkFtHspUMhIUwluSkdYv%2F%2BjNHE6rq%2FPtXg%3D,DM733778,CPW/EM/AUT/DAT/WEL/SVC/02DS/ALL/AL/MIX/ALL/EC1/DAILY/RETAILAPPFULFIL-F,/DSG Retail/Currys PC World/CPCW Deliveries/ServiceDeliveries/ServiceTriggers/ServiceTriggers_Deliveries/,CPCW_ServiceTrigger,CPW_Fulfil_Serv_AppleCurrysRetail,Updated_Fulfil_Serv_AppleCurrysRetail_-2D_D_Email_RB_AutowashupV3-stopped on 15/12/2025,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40W6df4H0f9nkFtHspUMhIUwluSkdYv%2F%2BjNHE6rq%2FPtXg%3D,CPCW_ServiceTrigger,DM733778,CPW/EM/AUT/DAT/WEL/SVC/02DS/ALL/AL/MIX/ALL/EC1/DAILY/RETAILAPPFULFIL-F,/DSG Retail/Currys PC World/CPCW Deliveries/ServiceDeliveries/ServiceTriggers/ServiceTriggers_Deliveries/,01-05-2026__13-47-45,/Users/spowart/Scripts/Currys/campaignCSV/SRC/NEW/currys_campaign_examples_28042026(in).csv,CPCW_ServiceTrigger/CPW-EM-AUT-DAT-WEL-SVC-02DS-ALL-AL-MIX-ALL-EC1-DAILY-RETAILAPPFULFIL-F__DM733778.jpg,success,,CPCW_ServiceTrigger/CPW-EM-AUT-DAT-WEL-SVC-02DS-ALL-AL-MIX-ALL-EC1-DAILY-RETAILAPPFULFIL-F__DM733778__DVMODE.jpg,success,,CPCW_ServiceTrigger/CPW-EM-AUT-DAT-WEL-SVC-02DS-ALL-AL-MIX-ALL-EC1-DAILY-RETAILAPPFULFIL-F__DM733778.html,success,
278603084,1469805064,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40Bhx9csDUyZ6eYOkP6n3ateOWfLVXmkML77XtVIZAcdc%3D,DM733776,CPW/EM/AUT/DAT/WEL/THK/02DS/MIX/AL/MIX/ALL/EC1/DAILY/BAU_RETAIL,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Welcome/Welcome_Deliveries/,CPCW_Welcome_CMO,CPW_Trig_Welcome_Retail,Deployment_Trig_Welcome_Retail_2D_D_Email,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40Bhx9csDUyZ6eYOkP6n3ateOWfLVXmkML77XtVIZAcdc%3D,CPCW_Welcome_CMO,DM733776,CPW/EM/AUT/DAT/WEL/THK/02DS/MIX/AL/MIX/ALL/EC1/DAILY/BAU_RETAIL,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Welcome/Welcome_Deliveries/,01-05-2026__13-47-45,/Users/spowart/Scripts/Currys/campaignCSV/SRC/NEW/currys_campaign_examples_28042026(in).csv,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-02DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM733776.jpg,success,,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-02DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM733776__DVMODE.jpg,success,,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-02DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM733776.html,success,
278603054,1469804065,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40kKOwYqt6CGhrXyvfmNaNeqAkNYf8ZM00iC2grWu9D6Q%3D,DM733775,CPW/EM/AUT/DAT/WEL/THK/05DS/MIX/AL/MIX/ALL/EC1/DAILY/BAU_RETAIL,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Welcome/Welcome_Deliveries/,CPCW_Welcome_CMO,CPW_Trig_Welcome_Retail,Deployment_Trig_Welcome_Retail_5D_D_Email,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40kKOwYqt6CGhrXyvfmNaNeqAkNYf8ZM00iC2grWu9D6Q%3D,CPCW_Welcome_CMO,DM733775,CPW/EM/AUT/DAT/WEL/THK/05DS/MIX/AL/MIX/ALL/EC1/DAILY/BAU_RETAIL,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Welcome/Welcome_Deliveries/,01-05-2026__13-47-45,/Users/spowart/Scripts/Currys/campaignCSV/SRC/NEW/currys_campaign_examples_28042026(in).csv,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-05DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM733775.jpg,success,,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-05DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM733775__DVMODE.jpg,success,,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-05DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM733775.html,success,
278602874,1469803073,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40oiW6NTm%2BUKZNtjrZW4rCQQTK3%2FReBgVJY6wUJZUyCx4%3D,DM733774,CPW/EM/AUT/DAT/WEL/THK/10DS/MIX/AL/MIX/ALL/EC1/DAILY/BAU_RETAIL,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Welcome/Welcome_Deliveries/,CPCW_Welcome_CMO,CPW_Trig_Welcome_Retail,Deployment_Trig_Daily_WelcomeRetail_10D_Trade,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40oiW6NTm%2BUKZNtjrZW4rCQQTK3%2FReBgVJY6wUJZUyCx4%3D,CPCW_Welcome_CMO,DM733774,CPW/EM/AUT/DAT/WEL/THK/10DS/MIX/AL/MIX/ALL/EC1/DAILY/BAU_RETAIL,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Welcome/Welcome_Deliveries/,01-05-2026__13-47-45,/Users/spowart/Scripts/Currys/campaignCSV/SRC/NEW/currys_campaign_examples_28042026(in).csv,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-10DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM733774.jpg,success,,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-10DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM733774__DVMODE.jpg,success,,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-10DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM733774.html,success,
278602844,1469802080,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%401JI6moJQWauynjVl8OSQIYenGfGQjV8nRybm8j1ICuE%3D,DM733773,CPW/EM/AUT/DAT/WEL/THK/15DS/MIX/AL/MIX/ALL/EC1/DAILY/BAU_RETAIL,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Welcome/Welcome_Deliveries/,CPCW_Welcome_CMO,CPW_Trig_Welcome_Retail,Deployment_Trig_Daily_WelcomeRetail_15D_Trade,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%401JI6moJQWauynjVl8OSQIYenGfGQjV8nRybm8j1ICuE%3D,CPCW_Welcome_CMO,DM733773,CPW/EM/AUT/DAT/WEL/THK/15DS/MIX/AL/MIX/ALL/EC1/DAILY/BAU_RETAIL,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Welcome/Welcome_Deliveries/,01-05-2026__13-47-45,/Users/spowart/Scripts/Currys/campaignCSV/SRC/NEW/currys_campaign_examples_28042026(in).csv,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-15DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM733773.jpg,success,,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-15DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM733773__DVMODE.jpg,success,,CPCW_Welcome_CMO/CPW-EM-AUT-DAT-WEL-THK-15DS-MIX-AL-MIX-ALL-EC1-DAILY-BAU_RETAIL__DM733773.html,success,
278598824,1469738491,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40CEr%2Bu%2FlG10CK4Wr290UbQCxdG8t5zm8R48TGmh33p8g%3D,DM733680,CUR/EM/20201014/23/TRI/HAP/ANI/MIX/EC1/01/ALL/ANNIVERSARY_DAILY,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Inlife/Anniversary/Anniversary_Deliveries/,CPCW_Anniversary,CUR_Trig_Inlife_Anni,Deployment_Trig_Inlife_Anni_D_Email_RB_May25,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40CEr%2Bu%2FlG10CK4Wr290UbQCxdG8t5zm8R48TGmh33p8g%3D,CPCW_Anniversary,DM733680,CUR/EM/20201014/23/TRI/HAP/ANI/MIX/EC1/01/ALL/ANNIVERSARY_DAILY,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Inlife/Anniversary/Anniversary_Deliveries/,01-05-2026__13-47-45,/Users/spowart/Scripts/Currys/campaignCSV/SRC/NEW/currys_campaign_examples_28042026(in).csv,CPCW_Anniversary/CUR-EM-20201014-23-TRI-HAP-ANI-MIX-EC1-01-ALL-ANNIVERSARY_DAILY__DM733680.jpg,success,,CPCW_Anniversary/CUR-EM-20201014-23-TRI-HAP-ANI-MIX-EC1-01-ALL-ANNIVERSARY_DAILY__DM733680__DVMODE.jpg,success,,CPCW_Anniversary/CUR-EM-20201014-23-TRI-HAP-ANI-MIX-EC1-01-ALL-ANNIVERSARY_DAILY__DM733680.html,success,
278625496,1470037257,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%408l1LWyOjx09L73RMqRn4PTNe%2Bz%2BkNYrNWNkUGpDaa34%3D,DM733903,CUR/EM/20260131/WK39/TRIG​/LOY/FULPER/MIX/MIX/FULL/JOU/14 DAYS,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Retention/Reconsent/,CPCW_Reconsent,CPCW_Trig_Loyalty_CPCW_Retention_ReconsentJourney,CPCW_Trig_Loyalty_CPCW_Retention_ReconsentJourney,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%408l1LWyOjx09L73RMqRn4PTNe%2Bz%2BkNYrNWNkUGpDaa34%3D,CPCW_Reconsent,DM733903,CUR/EM/20260131/WK39/TRIG​/LOY/FULPER/MIX/MIX/FULL/JOU/14 DAYS,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Retention/Reconsent/,01-05-2026__13-47-45,/Users/spowart/Scripts/Currys/campaignCSV/SRC/NEW/currys_campaign_examples_28042026(in).csv,CPCW_Reconsent/CUR-EM-20260131-WK39-TRIG-LOY-FULPER-MIX-MIX-FULL-JOU-14_DAYS__DM733903.jpg,success,,CPCW_Reconsent/CUR-EM-20260131-WK39-TRIG-LOY-FULPER-MIX-MIX-FULL-JOU-14_DAYS__DM733903__DVMODE.jpg,success,,CPCW_Reconsent/CUR-EM-20260131-WK39-TRIG-LOY-FULPER-MIX-MIX-FULL-JOU-14_DAYS__DM733903.html,success,
278625124,1470034362,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40oukimC53n5k2zeLPBX4g1GVvBmvmtGtG2UwByH3Q3NM%3D,DM733902,CUR/EM/20260131/WK39/TRIG​/LOY/FULPER/MIX/MIX/FULL/JOU/30 DAYS,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Retention/Reconsent/,CPCW_Reconsent,CPCW_Trig_Loyalty_CPCW_Retention_ReconsentJourney,CPCW_Trig_Loyalty_CPCW_Retention_ReconsentJourney,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%40oukimC53n5k2zeLPBX4g1GVvBmvmtGtG2UwByH3Q3NM%3D,CPCW_Reconsent,DM733902,CUR/EM/20260131/WK39/TRIG​/LOY/FULPER/MIX/MIX/FULL/JOU/30 DAYS,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Retention/Reconsent/,01-05-2026__13-47-45,/Users/spowart/Scripts/Currys/campaignCSV/SRC/NEW/currys_campaign_examples_28042026(in).csv,CPCW_Reconsent/CUR-EM-20260131-WK39-TRIG-LOY-FULPER-MIX-MIX-FULL-JOU-30_DAYS__DM733902.jpg,success,,CPCW_Reconsent/CUR-EM-20260131-WK39-TRIG-LOY-FULPER-MIX-MIX-FULL-JOU-30_DAYS__DM733902__DVMODE.jpg,success,,CPCW_Reconsent/CUR-EM-20260131-WK39-TRIG-LOY-FULPER-MIX-MIX-FULL-JOU-30_DAYS__DM733902.html,success,
278625852,1470040791,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%409vaNPqRGXUucXitu0VDuzNqhK1mq3QfGXSJn5gKj6%2BA%3D,DM733904,CUR/EM/20260131/WK39/TRIG​/LOY/FULPER/MIX/MIX/FULL/JOU/48 HOURS,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Retention/Reconsent/,CPCW_Reconsent,CPCW_Trig_Loyalty_CPCW_Retention_ReconsentJourney,CPCW_Trig_Loyalty_CPCW_Retention_ReconsentJourney,https://m.email.currys.co.uk/nl/jsp/m.jsp?c=%409vaNPqRGXUucXitu0VDuzNqhK1mq3QfGXSJn5gKj6%2BA%3D,CPCW_Reconsent,DM733904,CUR/EM/20260131/WK39/TRIG​/LOY/FULPER/MIX/MIX/FULL/JOU/48 HOURS,/DSG Retail/Currys PC World/CPCW Deliveries/TriggerDeliveries/Retention/Reconsent/,01-05-2026__13-47-45,/Users/spowart/Scripts/Currys/campaignCSV/SRC/NEW/currys_campaign_examples_28042026(in).csv,CPCW_Reconsent/CUR-EM-20260131-WK39-TRIG-LOY-FULPER-MIX-MIX-FULL-JOU-48_HOURS__DM733904.jpg,success,,CPCW_Reconsent/CUR-EM-20260131-WK39-TRIG-LOY-FULPER-MIX-MIX-FULL-JOU-48_HOURS__DM733904__DVMODE.jpg,success,,CPCW_Reconsent/CUR-EM-20260131-WK39-TRIG-LOY-FULPER-MIX-MIX-FULL-JOU-48_HOURS__DM733904.html,success,
